vertex_name,position_x,position_y
374,925,-381
375,649,-139
376,425,995
377,531,-453
378,-480,-307
379,634,-412
380,903,354
381,-417,-818
382,-140,-212
383,-950,362
384,-481,895
385,574,27
386,-455,947
387,737,-217
388,-592,164
389,-590,170
390,455,-765
391,964,431
392,-982,101
393,290,-657
394,581,-590
395,-985,-450
396,990,718
397,889,375
398,-539,933
399,-821,-270
400,-789,-337
401,686,-400
402,-911,-291
403,273,-530
404,-211,-221
405,-219,-8
406,895,-212
407,28,-105
408,-448,-302
409,768,-674
410,-336,-131
411,28,-379
412,-641,978
413,751,977
414,-257,288
415,-876,561
416,313,-818
417,305,160
418,-919,-628
419,-313,-877
420,303,978
421,-695,-688
422,-124,-642
423,-839,840
424,-174,-612
425,-368,933
426,253,185
427,766,-199
428,-784,-613
429,722,988
430,470,237
431,-285,-910
432,-775,-784
433,377,-636
434,550,974
435,611,435
436,611,-618
437,-703,-288
438,-216,-622
439,582,287
440,-488,-585
441,-890,947
442,-27,157
443,166,-606
444,-564,890
445,-539,543
446,-546,-251
447,-293,-276
448,-662,-601
449,535,378
450,-274,263
451,637,921
452,-550,-878
453,453,435
454,-670,-550
455,-262,60
456,755,-180
457,-29,295
458,-515,625
459,582,76
460,554,151
461,728,492
462,-605,778
463,-644,-466
464,682,270
465,-251,-929
466,70,199
467,-938,366
468,-698,-759
469,209,507
470,-365,476
471,-668,15
472,-829,665
473,-548,-194
474,761,90
475,1000,-934
476,832,223
477,467,-499
478,767,496
479,348,-697
480,-257,641
481,896,618
482,-217,-452
483,275,326
484,519,-67
485,-251,-345
486,-57,904
487,-459,-379
488,-470,-542
489,-933,-549
490,285,735
491,158,-262
492,-208,422
493,244,898
494,985,843
495,392,-491
496,-965,-857
497,-141,-4
498,-670,760
499,703,-266
500,302,-61
501,-519,-787
502,572,-71
503,764,499
504,-492,985
505,-934,146
506,348,503
507,146,-528
508,928,273
509,-150,832
510,-306,-377
511,-675,-511
512,-825,31
513,139,-299
514,-716,244
515,-853,-141
516,721,-528
517,583,-407
518,-961,650
519,475,643
520,-479,29
521,-67,-955
522,-584,694
523,884,210
524,928,50
525,649,-474
526,165,226
527,901,627
528,-427,-334
529,-299,-812
530,-15,-492
531,704,189
532,288,-59
533,788,-3
534,620,516
535,-937,485
536,-717,-188
537,146,-314
538,197,619
539,327,-149
540,-649,-197
541,75,590
542,-292,-961
543,-156,-171
544,-422,777
545,155,669
546,294,480
547,-168,25
548,21,54
549,435,-216
550,-971,-218
551,-394,-555
552,-962,-372
553,174,-773
554,994,-64
555,767,74
556,-369,967
557,-23,-326
558,-283,170
559,-812,609
560,-314,788
561,-354,-455
562,770,-913
563,614,739
564,-308,369
565,-172,-322
566,-89,539
567,161,942
568,825,877
569,-714,59
570,303,751
571,-677,-327
572,478,327
573,-823,-143
574,552,708
575,-401,64
576,-345,972
577,19,-644
578,164,-646
579,-184,22
580,861,-516
581,-718,378
582,-586,-823
583,-238,-156
584,549,138
585,-182,-787
586,437,429
587,588,-643
588,-651,735
589,911,-394
590,-682,-567
591,42,-493
592,-884,-859
593,-71,184
594,4,574
595,-677,-492
596,-387,-220
597,-732,-564
598,-769,164
599,325,-34
600,-433,-826
601,367,-498
602,-151,992
603,-588,718
604,-957,613
605,-924,-256
606,-564,243
607,901,354
608,612,-928
609,31,337
610,124,26
611,639,506
612,-921,-847
613,548,-199
614,252,-679
615,817,-891
616,-290,399
617,-475,-419
618,684,73
619,370,-48
620,967,-456
621,46,-121
622,585,911
623,-616,924
624,106,-396
625,-287,830
626,-672,-583
627,207,187
628,-841,-198
629,-614,227
630,-131,807
631,-572,861
632,578,-302
633,-989,39
634,-820,467
635,280,165
636,-635,67
637,-371,-678
638,359,427
639,302,650
640,90,-876
641,-600,218
642,-857,539
643,616,462
644,235,-254
645,54,152
646,32,176
647,-552,175
648,205,-515
649,-733,208
650,-578,233
651,-35,504
652,-427,-932
653,-935,-548
654,21,-74
655,-351,-590
656,937,346
657,887,-374
658,158,178
659,466,751
660,-876,849
661,-628,960
662,765,989
663,729,879
664,-492,-527
665,-100,-570
666,977,-495
667,155,437
668,-950,-127
669,-999,-425
670,307,-450
671,-346,278
672,827,320
673,560,-270
674,737,851
675,844,-9
676,972,58
677,-738,598
678,-341,779
679,757,-115
680,176,743
681,419,282
682,-736,386
683,-462,-451
684,897,634
685,109,73
686,303,-77
687,-709,115
688,-275,827
689,-160,754
690,730,-113
691,-210,372
692,452,789
693,-935,-365
694,779,-63
695,724,466
696,-588,-903
697,-472,-130
698,212,80
699,-248,-132
700,675,-329
701,-584,962
702,-797,98
703,424,253
704,-525,-103
705,978,-969
706,-794,-677
707,131,494
708,-773,-346
709,-682,-663
710,-914,-145
711,465,649
712,-423,-369
713,747,-191
714,-220,730
715,245,727
716,-233,-535
717,371,712
718,546,-301
719,143,-49
720,977,940
721,-138,-638
722,-414,650
723,294,-38
724,-4,541
725,264,-227
726,-642,-837
727,317,-211
728,870,307
729,-690,260
730,-325,-220
731,-131,-50
732,364,-985
733,254,815
734,-103,761
735,-376,-201
736,652,647
737,956,340
738,-613,862
739,114,447
740,66,-203
741,514,936
742,311,-822
743,453,455
744,-233,389
745,582,-196
746,91,-298
747,-504,136
748,-837,-235
749,444,741
750,-335,-786
751,716,906
752,856,-758
753,688,-229
754,493,-140
755,-975,-93
756,896,318
757,701,-864
758,386,346
759,23,-681
760,-227,487
761,-596,-842
762,284,483
763,201,-673
764,-403,-48
765,-681,-512
766,277,626
767,-569,952
768,-756,49
769,-444,819
770,221,-92
771,89,-496
772,960,-311
773,-89,-97
774,-478,893
775,-177,-305
776,-753,-347
777,-308,-494
778,-516,610
779,-523,-480
780,284,-576
781,-64,-704
782,803,-920
783,-625,49
784,233,58
785,770,709
786,-514,-937
787,-504,98
788,47,-814
789,225,-723
790,-763,147
791,-85,-891
792,95,332
793,-506,866
794,766,-572
795,-744,-551
796,700,-452
797,-218,623
798,875,649
799,664,-46
800,919,-549
801,-798,173
802,611,-62
803,473,-345
804,163,546
805,-206,-723
806,348,520
807,-66,612
808,806,718
809,478,-219
810,-153,-539
811,-644,-214
812,-800,520
813,-404,862
814,-424,443
815,752,-977
816,-578,-329
817,251,-491
818,-661,-607
819,198,-919
820,-25,-874
821,390,501
822,-675,-16
823,-832,-473
824,-287,-94
825,378,966
826,-333,-745
827,654,-888
828,846,989
829,392,-13
830,-375,-924
831,-240,984
832,-985,195
833,-960,236
834,-621,-566
835,687,462
836,-821,357
837,-239,-146
838,-93,760
839,-860,-721
840,-656,737
841,585,-13
842,-154,640
843,-131,-56
844,886,-544
845,-993,-800
846,77,-242
847,826,35
848,-620,943
849,196,43
850,-535,-528
851,-513,-818
852,-640,-453
853,-991,163
854,-955,-15
855,-440,-323
856,-607,-15
857,-171,117
858,-224,-118
859,57,-692
860,336,-78
861,-365,730
862,-251,-631
863,207,-389
864,200,942
865,915,-440
866,-76,683
867,46,715
868,396,-806
869,898,124
870,-482,944
871,-869,-984
872,-218,505
873,-761,-382
874,-293,-970
875,-648,-460
876,-449,-92
877,313,-756
878,430,-401
879,-114,201
880,-639,927
881,-367,-263
882,-497,-659
883,127,342
884,866,537
885,-690,935
886,529,-952
887,213,358
888,-181,-321
889,614,966
890,-58,-344
891,-261,-77
892,514,-272
893,-374,33
894,-78,538
895,308,-472
896,840,-530
897,-15,859
898,-953,197
899,-391,-493
900,-429,176
901,-597,842
902,321,696
903,-815,484
904,627,396
905,208,937
906,-246,436
907,-43,183
908,804,112
909,-425,-297
910,423,-995
911,385,249
912,627,-330
913,-966,-689
914,106,-89
915,376,700
916,-400,-8
917,809,180
918,-12,443
919,479,643
920,861,-734
921,586,-445
922,656,646
923,-740,-271
924,-754,707
925,-500,617
926,256,-161
927,638,-149
928,-734,-244
929,590,-501
930,-161,851
931,238,440
932,209,-37
933,-617,502
934,980,743
935,-676,774
936,-128,980
937,-857,774
938,173,-859
939,-758,20
940,-999,60
941,-148,709
942,-397,-972
943,578,213
944,-837,-874
945,-257,-322
946,-910,-731
947,188,75
948,45,-142
949,470,194
950,-820,-573
951,-226,741
952,571,-842
953,976,-139
954,-632,-889
955,731,-594
956,691,212
957,-313,-895
958,-715,460
959,30,558
960,-922,-936
961,-275,-531
962,352,-504
963,351,173
964,-307,738
965,560,-587
966,-279,-174
967,-753,-852
968,242,542
969,362,978
970,283,-591
971,566,825
972,-339,504
973,364,766
974,-125,923
975,31,-415
976,-277,237
977,-814,236
978,268,136
979,-281,-721
980,206,641
981,-473,799
982,183,-177
983,195,892
984,-919,-519
985,818,-183
986,-770,841
987,-266,34
988,-503,-701
989,-226,-636
990,-583,747
991,-428,347
992,-147,-420
993,243,-316
994,-906,614
995,-79,575
996,524,114
997,602,789
998,-718,55
999,104,99
1000,-832,627
