vertex_name,position_x,position_y
318,-40229,63240
319,-25619,-69158
320,77975,92083
321,10088,21689
322,97060,-48686
323,44509,15391
324,93513,-20781
325,-86379,-88690
326,-30928,99106
327,-17576,-33786
328,-87757,-26803
329,74534,-70173
330,-68963,-54707
331,56746,-89753
332,-34898,-25848
333,16704,77289
334,56530,14071
335,-91449,-23190
336,-91612,-31029
337,-89121,96056
338,84512,24866
339,-71070,57924
340,-3254,-18779
341,-18061,-51605
342,-74538,-5653
343,-90981,73862
344,2800,-66162
345,79299,10439
346,-73988,-15106
347,98485,-79913
348,-86518,65457
349,-25605,53350
350,61918,77297
351,51581,-23147
352,31881,-31229
353,24611,61836
354,91196,-94327
355,14687,74107
356,21073,25859
357,50279,-39542
358,-21707,-35815
359,-67754,3670
360,-34633,-37626
361,-14819,77341
362,-29139,-83048
363,-90435,-4395
364,-8563,-79456
365,22779,-2051
366,72182,39775
367,-92382,87352
368,-76772,-50032
369,-5987,-64304
370,-31034,87370
371,-87578,-657
372,-14903,52233
373,77950,33273
374,-589,-59358
375,-54003,-89077
376,65348,-11321
377,66057,-10903
378,69396,35301
379,84891,-27484
380,16036,27556
381,-78705,-12640
382,-89128,72165
383,-88426,-33336
384,86368,86171
385,73136,-87763
386,13043,-37771
387,53146,-61061
388,25324,24627
389,-19308,94263
390,65454,-35303
391,-6934,18102
392,96829,-80423
393,-38711,-36272
394,-30699,-93067
395,59441,89035
396,83599,80697
397,18236,21821
398,-36467,-69861
399,83486,-76964
400,15222,-8
401,74608,37709
402,-85809,22661
403,-55692,8148
404,-49687,26676
405,40056,5134
406,89341,-85179
407,19784,88602
408,54054,24558
409,46851,52462
410,-26636,87934
411,52475,67143
412,-74057,94798
413,-40351,-66221
414,-96748,31002
415,-83222,-69771
416,-15633,63836
417,47753,-27019
418,61703,81351
419,1881,-10646
420,78574,76376
421,-47664,32880
422,-11654,-97981
423,-47682,-24333
424,-95779,-71086
425,-71566,32704
426,66721,98486
427,54029,47533
428,-18622,75338
429,27655,73212
430,6382,14390
431,96954,58592
432,-43361,-16215
433,-80802,-32342
434,64858,28295
435,4458,19354
436,54469,-86963
437,-74877,4694
438,95569,99717
439,46655,-8076
440,-71770,12466
441,-9074,-90205
442,401,-3673
443,-64190,80033
444,2001,-88972
445,-41345,-11264
446,-43559,-78230
447,-84071,51580
448,-71561,-55210
449,-49852,-54622
450,-34121,-67235
451,-63387,59888
452,-75246,70323
453,-57671,43133
454,-94674,-40754
455,66575,70359
456,-176,-63460
457,5863,-83492
458,-9561,43078
459,60263,5582
460,99729,29665
461,-93228,24422
462,49441,5977
463,43965,-48649
464,-5510,8800
465,68684,-10018
466,33703,-22375
467,-20964,-12772
468,-67068,72134
469,-89703,36765
470,42179,-51547
471,-17811,-74804
472,-74584,-55191
473,68190,14019
474,80854,-26891
475,40798,72099
476,72285,-51471
477,-89343,79413
478,-40528,56860
479,36488,67272
480,45341,21833
481,-39309,89893
482,-10990,-67284
483,-88502,-94204
484,-79553,-42282
485,-14029,-46356
486,83811,78054
487,35857,-38131
488,41781,65840
489,-1872,71246
490,-58245,-52716
491,11869,-49069
492,30693,23829
493,-83110,-67605
494,35996,-48491
495,83191,41410
496,98070,10826
497,93786,93197
498,-55097,8100
499,63523,-10432
500,-56173,61857
501,81634,30123
502,34663,-66046
503,48414,-95603
504,49580,-83921
505,-21297,-88177
506,-18520,93432
507,59352,-87971
508,51313,-92153
509,32842,5000
510,67807,-20360
511,-45027,73421
512,89048,-22880
513,49866,-27231
514,84216,-19477
515,12247,-21766
516,76496,74986
517,13012,61019
518,57831,90389
519,-57826,62896
520,-77141,-68757
521,-75288,-70323
522,-91361,45175
523,-80965,-65522
524,-36808,-95785
525,-40702,24478
526,20593,-76343
527,81952,6035
528,95966,-75364
529,-1521,-30120
530,-86108,-83816
531,-57428,-5026
532,-89077,32180
533,-86433,-47031
534,54310,94035
535,-83352,92476
536,53341,-32329
537,47456,-82417
538,-87951,78745
539,-75460,75963
540,43066,-76474
541,90051,-41187
542,26286,53503
543,91619,-85681
544,-50008,67598
545,-60665,94558
546,46845,71716
547,-23909,96218
548,-86037,59781
549,-8975,-54495
550,54001,-75068
551,17759,-13711
552,10868,11988
553,60986,23073
554,-77737,47084
555,82442,79675
556,61863,-9490
557,39849,84230
558,9137,-76322
559,-32860,-61542
560,-39004,-50619
561,-38726,-34913
562,62772,-13408
563,-57390,-58267
564,-45695,42228
565,-1681,61407
566,-87023,-2540
567,17792,8196
568,38671,-33164
569,-81340,-47869
570,89858,-76363
571,-24565,-18697
572,51993,-70410
573,-14906,-88565
574,-27427,86119
575,-47661,48054
576,42963,56350
577,-45180,48014
578,-39836,-94476
579,-73260,-91379
580,-63073,-77460
581,34944,17746
582,-51222,-61385
583,-39646,-25315
584,76092,-54375
585,2322,34605
586,12983,75599
587,13361,59413
588,-84289,35439
589,-50574,98575
590,4998,94806
591,12308,-80531
592,61801,87332
593,65492,-20057
594,62169,-77846
595,50819,-2820
596,-32810,-53907
597,-53577,-50987
598,-84337,-67873
599,-52395,-19795
600,-90948,14287
601,-9749,41388
602,32818,32012
603,85389,89848
604,-54377,-1413
605,-29064,22460
606,-72160,-40138
607,-36358,-18795
608,22932,53170
609,-65560,-31246
610,-47027,13071
611,39636,-63944
612,-76849,-12183
613,970,98632
614,57699,-89534
615,38460,-29231
616,-64760,-78705
617,-96290,-24855
618,62420,-61401
619,-83224,-67077
620,30782,67927
621,20463,-84728
622,64708,-40600
623,-50711,-70492
624,-48218,55716
625,-42286,-32827
626,28974,24412
627,-96692,62031
628,94387,95420
629,-35432,-55370
630,-58778,42994
631,-32823,-95226
632,-88901,-87353
633,-38821,-46125
634,-47762,59672
635,-58620,54825
636,-176,-30125
637,-6990,80899
638,-68540,79920
639,-65386,-44867
640,67785,-38716
641,8894,-55714
642,-40317,15361
643,-84618,27875
644,-56546,62026
645,70308,41408
646,-42842,84547
647,3032,-6026
648,-85425,-89862
649,12505,25208
650,-40298,65158
651,-89908,-35499
652,70857,-11279
653,-68461,46046
654,67268,-86314
655,-1453,-41457
656,81776,31019
657,-48604,78144
658,31785,-83480
659,-17196,-83114
660,43188,10763
661,81398,10715
662,95070,-80813
663,-73850,-9115
664,91390,-39504
665,-1408,-91755
666,74593,-59033
667,-80503,-81349
668,15269,21293
669,54488,-87252
670,44997,31309
671,-13515,-43953
672,15760,-31357
673,-96799,-71890
674,-34772,37795
675,-17838,-71548
676,37165,47281
677,-93775,-1870
678,-79261,-73589
679,3722,-50909
680,47809,-1593
681,63086,-57097
682,-42132,-39422
683,-83203,91729
684,-9519,28013
685,-96373,87604
686,92467,34061
687,-46169,35281
688,-46976,90250
689,-26391,-33477
690,-66256,-30666
691,-58141,2128
692,429,27065
693,253,-23554
694,-46912,38189
695,48083,-46061
696,-44298,-55837
697,66650,88817
698,6744,1121
699,-98378,57371
700,-8848,-29486
701,6426,-51099
702,-40884,-16818
703,-33578,-61319
704,-15455,22964
705,-61674,24587
706,-63535,3769
707,22754,-71098
708,-60305,42269
709,67,-71084
710,76623,-33648
711,39761,-25034
712,-50716,58370
713,-11818,-48849
714,13035,-32787
715,-83750,20239
716,33190,-72979
717,-1822,13099
718,18954,54449
719,49415,99358
720,30406,-42741
721,1245,16356
722,68081,90380
723,99290,37037
724,53017,-16982
725,27945,71099
726,-55417,-56156
727,-27437,-94093
728,40931,-47474
729,94484,37228
730,8953,71127
731,-96568,45741
732,46258,27449
733,85034,-45396
734,-2769,-95893
735,45593,-38411
736,-36714,2594
737,43971,13230
738,1793,95554
739,58726,-18575
740,-1301,-11671
741,43397,40955
742,-34607,-26397
743,82051,54458
744,-57616,-42274
745,-4916,-51795
746,-10343,-1462
747,-41526,53997
748,-28634,91450
749,17641,95855
750,-3853,71746
751,22213,-96194
752,-90904,85507
753,-65009,98232
754,30702,49557
755,96498,-47147
756,29988,87684
757,-97824,-67680
758,84941,-29232
759,74371,34736
760,-61803,-27011
761,-33140,62374
762,34994,58200
763,83180,-45634
764,-17001,-40940
765,-87537,-20692
766,4938,86983
767,-35876,89518
768,40184,65709
769,60948,-70408
770,68073,-98646
771,-69930,-84669
772,67133,51329
773,12573,-87155
774,-61315,458
775,59018,10542
776,32583,83751
777,75400,84600
778,-97908,51804
779,95413,-52669
780,-61370,-74583
781,57120,-46540
782,9988,54715
783,-30272,-13186
784,62673,-32292
785,-78633,65750
786,-12779,78556
787,9594,24386
788,-75344,-73219
789,-30644,72153
790,-49222,-57820
791,47367,38793
792,-32579,54634
793,-63823,22887
794,-20292,-61862
795,74394,12567
796,-57054,36206
797,-26706,14695
798,-28165,-6526
799,-89220,-22943
800,-85976,-94158
801,-77620,-71164
802,87612,-77821
803,-53959,-91926
804,-74860,7167
805,72022,-99093
806,68953,-48643
807,32297,4593
808,47768,-49346
809,59626,39026
810,38891,33864
811,-79139,-40990
812,-18312,-33325
813,-38633,45826
814,2560,14316
815,-26687,-46645
816,32860,-31130
817,-71266,61280
818,51067,-59882
819,82061,35724
820,14455,44880
821,54898,-95456
822,78897,-13911
823,72382,26311
824,13532,-79913
825,8536,-71459
826,-30970,-56844
827,-46744,-42558
828,-15147,-48291
829,71711,45143
830,-21848,19610
831,-42740,-61894
832,-43263,-96232
833,17633,10192
834,82530,-50926
835,59339,36474
836,-22397,2041
837,66433,-11148
838,-44344,56797
839,-7123,55284
840,93596,80092
841,-86492,1241
842,3844,-90438
843,96300,27750
844,-41391,2180
845,18721,8161
846,-35459,-90049
847,77690,-64514
848,-96849,-69459
849,88517,87678
850,32862,38798
851,77145,3025
852,62180,-90973
853,-39110,-91817
854,-12738,35823
855,-79928,36164
856,-85758,82267
857,85488,-46754
858,7653,15045
859,11883,-7260
860,7162,-27785
861,-54776,-91406
862,-82031,1517
863,67865,91064
864,-89036,33363
865,-39726,-4802
866,-49779,-92903
867,-54922,98157
868,93946,2329
869,-56404,-9003
870,1613,47188
871,74557,-79892
872,52564,68684
873,98454,-82843
874,-48487,-65817
875,73725,-87562
876,24837,87101
877,45543,90446
878,99054,54057
879,84168,-33046
880,87039,-39764
881,-69959,22852
882,30054,-97618
883,-51908,34196
884,-37614,83926
885,-7398,-96965
886,-59521,-97928
887,-1314,-31679
888,-20151,-97122
889,-74690,22262
890,-42194,-95791
891,-67012,13014
892,-65408,-48745
893,-55352,68461
894,-55508,-31019
895,33810,87956
896,19648,41039
897,-77340,-90668
898,-15196,6460
899,-21152,61968
900,-84612,-39832
901,-24930,-18709
902,-12191,35167
903,-23657,-81385
904,79051,93522
905,-54899,64345
906,-13264,-58936
907,75065,75798
908,-77646,-51440
909,-16347,-86965
910,-96966,-74236
911,-26954,60487
912,-5289,64892
913,-27205,25101
914,20874,-16312
915,56988,11329
916,58144,8884
917,-98588,-83607
918,53385,75249
919,87732,-17687
920,-51737,98505
921,65924,53300
922,89291,-45852
923,-31627,77553
924,93610,-98047
925,37129,-8963
926,-85524,65700
927,-27887,-92351
928,50134,62542
929,61790,35941
930,29594,41895
931,5521,-40067
932,-44995,66247
933,48009,11796
934,-86717,84035
935,-34972,17600
936,71589,5888
937,70121,-65219
938,56106,16428
939,-75679,47071
940,-49979,-83464
941,-66418,-97353
942,-30918,-68313
943,-49907,92996
944,15405,-90510
945,74897,45986
946,71509,86993
947,85154,30371
948,16641,-58249
949,-45477,25891
950,-12521,63951
951,-84899,-80252
952,-83168,-46084
953,-90274,31753
954,26808,-93945
955,34490,27830
956,40838,15370
957,53522,11762
958,-68361,61248
959,-71523,-61563
960,-45921,-97754
961,66280,-90768
962,-79563,95147
963,-90749,-75980
964,6069,-9573
965,70206,27181
966,-34780,-42661
967,-39148,-19659
968,-80448,-98081
969,37159,-70052
970,-70966,98049
971,14104,54115
972,-65406,37772
973,53873,-544
974,-63023,-38418
975,-92847,53330
976,-86511,48382
977,-58940,-14742
978,-37584,-78442
979,-44096,-21579
980,-65731,-47729
981,1078,60067
982,2487,-90382
983,-37200,-74343
984,-15788,16974
985,-44841,-80856
986,-97801,24695
987,92252,-15890
988,97351,-62948
989,77935,-65825
990,22878,29842
991,-77572,95837
992,3,16679
993,19933,44984
994,48492,-54359
995,-70414,35482
996,-73616,-57964
997,98942,-37539
998,68756,27412
999,-73570,39293
1000,-57574,68264
1001,52467,-13665
1002,26237,88429
1003,39912,-50940
1004,47191,-2429
1005,-432,27093
1006,20237,-11465
1007,68203,-2770
1008,52989,30957
1009,-66612,2666
1010,87278,71453
1011,53737,-6088
1012,-38996,53594
1013,59698,-74318
1014,79487,17662
1015,-27527,-20395
1016,57705,93742
1017,-68048,20677
1018,53243,81918
1019,-56814,37486
1020,41654,-59872
1021,-54333,-77201
1022,-94083,65306
1023,12993,27448
1024,-26581,10352
1025,-77008,-15610
1026,-25147,78735
1027,-85048,83572
1028,4482,-67129
1029,97156,-88605
1030,14997,13901
1031,-57597,22882
1032,-62991,45369
1033,55635,75178
1034,-5650,-98660
1035,-14260,20204
1036,-84444,25197
1037,40244,25258
1038,-39201,-89447
1039,-45769,86430
1040,-26827,-83047
1041,58967,89201
1042,-14029,-61707
1043,-32667,43190
1044,-72549,-7563
1045,22932,-95417
1046,66221,8370
1047,68008,96966
1048,31158,63557
1049,54333,-92614
1050,72602,10708
1051,63104,13398
1052,19924,-46693
1053,-23310,-7499
1054,-5583,-76036
1055,-80888,-33477
1056,-82248,77343
1057,-47297,6763
1058,62972,-32843
1059,20799,-111
1060,-53904,38833
1061,72816,57884
1062,-63381,-52687
1063,-74008,28079
1064,85232,-40987
1065,-9404,-17121
1066,72833,18367
1067,23911,-26863
1068,49780,-49679
1069,-13909,-32328
1070,-52646,39432
1071,69471,-24334
1072,33510,44622
1073,-37933,53758
1074,23233,-44403
1075,16761,49052
1076,34379,-80662
1077,-14064,79108
1078,52056,69148
1079,-27320,-79985
1080,999,42161
1081,-23016,-26110
1082,13906,-41098
1083,-46396,-36747
1084,-94720,-64606
1085,18187,54660
1086,75148,68911
1087,-5494,-52355
1088,-1624,-54301
1089,6722,-11537
1090,86206,-36243
1091,28614,-63192
1092,-13221,11678
1093,93608,59012
1094,62804,-37598
1095,-4122,86328
1096,67148,32839
1097,77209,31249
1098,69438,-58516
1099,87386,16010
1100,-45845,45459
1101,92268,-76714
1102,-39251,28369
1103,-3660,-68582
1104,-67207,-35360
1105,-41509,32361
1106,60980,-65851
1107,-76064,93173
1108,95138,-85525
1109,33083,19910
1110,-17739,19560
1111,96843,-48627
1112,50974,-4585
1113,8934,-52522
1114,-75373,45411
1115,39288,12472
1116,50206,43252
1117,-99502,77240
1118,27501,54643
1119,46304,49137
1120,-18949,70227
1121,82458,20033
1122,54409,45895
1123,92133,53662
1124,-83363,45971
1125,-1579,81274
1126,-68235,76826
1127,-14870,-33237
1128,-25999,68255
1129,-95556,51826
1130,77400,-35295
1131,89165,-81760
1132,-66130,-51129
1133,-98532,89757
1134,-76879,-34908
1135,88743,-35511
1136,33204,-4005
1137,-47755,27604
1138,26367,-87764
1139,-37499,-12157
1140,-40490,-78047
1141,38864,91099
1142,16399,37045
1143,-20872,45026
1144,43752,781
1145,23712,-99574
1146,82842,-64697
1147,-36483,-89187
1148,73071,-28534
1149,-48435,-3773
1150,64156,-23507
1151,9160,1743
1152,99748,900
1153,-29720,36694
1154,-72337,-15801
1155,94046,4625
1156,-58505,-47379
1157,46528,-89019
1158,54580,4483
1159,55394,43355
1160,75015,-95464
1161,-87368,-90275
1162,-77273,-60362
1163,10135,64444
1164,70553,93884
1165,1092,73107
1166,72522,-28484
1167,71982,37385
1168,-1365,-71096
1169,57788,-54498
1170,80267,-79472
1171,15785,-33415
1172,37182,47442
1173,7377,41229
1174,9417,56051
1175,-89107,81582
1176,-44427,24628
1177,-47896,-11332
1178,91144,-82834
1179,-93302,-47930
1180,-67499,-95130
1181,-41995,-53433
1182,-15225,22631
1183,99161,-25415
1184,-63048,99147
1185,65447,-17424
1186,84534,69161
1187,32557,-68305
1188,11715,-79226
1189,-11621,6773
1190,-89017,-33265
1191,-43186,-76615
1192,-8456,23480
1193,-12976,14614
1194,51880,9355
1195,-45753,99111
1196,-36682,-36003
1197,-10809,-19208
1198,-11779,-15967
1199,65525,-60987
1200,37465,70675
1201,-46263,-65053
1202,-64932,-79725
1203,15567,18933
1204,-62131,-27340
1205,-75905,33293
1206,-88008,-80244
1207,22634,35777
1208,62028,-65206
1209,58429,-91863
1210,6128,-98129
1211,18791,64166
1212,-11652,-95161
1213,-19070,-57017
1214,-54668,67261
1215,-46924,83004
1216,24296,57975
1217,94848,-94531
1218,89532,-70200
1219,13753,-13546
1220,-31888,87571
1221,68747,-86408
1222,-74007,13231
1223,-96066,74679
1224,3778,30910
1225,55030,12627
1226,-44093,-16942
1227,-27478,-16288
1228,-74160,-52314
1229,27088,-7804
1230,99091,-57945
1231,24381,27454
1232,83643,10916
1233,-11305,-18275
1234,25121,-93009
1235,70644,74320
1236,-92313,90465
1237,-15033,23149
1238,-80800,39481
1239,70195,49033
1240,33953,8836
1241,-62643,45013
1242,68390,-50538
1243,-87445,61052
1244,68737,4914
1245,-37757,58238
1246,-22868,-57242
1247,65032,18558
1248,87932,69656
1249,33996,-72470
1250,-30748,83567
1251,48293,82968
1252,-27222,-32252
1253,74091,-62796
1254,27357,-60169
1255,-40721,78705
1256,23958,-88762
1257,62926,-72413
1258,-89263,88700
1259,-86396,-59346
1260,12235,7443
1261,34585,27996
1262,31106,-93236
1263,-82104,61270
1264,-26655,-49323
1265,60467,-28884
1266,-46790,-34367
1267,-71573,-98619
1268,-29629,-25362
1269,13465,79954
1270,-15706,-713
1271,-6060,9624
1272,35993,20099
1273,-89219,-97098
1274,14689,-39683
1275,6729,-93841
1276,29006,19299
1277,70392,784
1278,-35693,95416
1279,89594,-51248
1280,-67383,85567
1281,-24374,-31075
1282,25392,36704
1283,-81863,-99816
1284,-6176,-63951
1285,-91503,47777
1286,88828,45508
1287,55430,69251
1288,-16041,89413
1289,91454,-4494
1290,-45079,-99112
1291,93997,22478
1292,-98755,-94755
1293,74191,-54184
1294,-22521,32431
1295,-32856,-55009
1296,88839,91440
1297,35188,-95245
1298,84953,2724
1299,67377,-25227
1300,94464,-63643
1301,-94897,-88085
1302,-79999,95479
1303,70731,85462
1304,42273,57729
1305,-79432,-76482
1306,-43758,6359
1307,-81393,-17671
1308,159,84325
1309,63948,48158
1310,-75587,-16669
1311,79353,-22084
1312,17978,88802
1313,-70394,-89277
1314,-90832,-82759
1315,96415,45447
1316,54055,40964
1317,-10665,-95430
1318,-95149,27327
1319,84874,-6246
1320,40329,-32314
1321,-93687,31129
1322,-28650,54641
1323,-38046,18190
1324,-40548,-21940
1325,-32774,-87987
1326,-36046,-73368
1327,-93163,-46255
1328,8173,-76577
1329,-55234,47421
1330,-7155,76972
1331,41256,-24336
1332,-89274,-82484
1333,87715,31937
1334,66595,-39951
1335,27682,-24973
1336,-99944,62232
1337,42748,39371
1338,14312,17914
1339,-73686,-45529
1340,25434,-89758
1341,-74624,-14087
1342,-29832,-7589
1343,-20869,-48448
1344,-75652,4894
1345,67038,-63147
1346,-13250,-6683
1347,45791,4243
1348,-7335,-73305
1349,-29400,48139
1350,-28018,97418
1351,86779,-19925
1352,-47390,-34142
1353,34,76232
1354,4892,70561
1355,-20869,-24707
1356,-41494,-46436
1357,-14957,-21986
1358,90831,-46524
1359,74141,-23319
1360,58211,81566
1361,-58496,35244
1362,77442,-22236
1363,44384,-29499
1364,73291,-14737
1365,-11570,-1724
1366,53219,-47621
1367,-62359,-12126
1368,-30744,-91431
1369,44649,29991
1370,36930,-24131
1371,-90218,18029
1372,-33858,97957
1373,-75260,69816
1374,25997,13056
1375,-79801,-36033
1376,-49817,11165
1377,-40114,-96983
1378,10887,-97600
1379,84606,82666
1380,93180,-81738
1381,34812,-98038
1382,-65864,79242
1383,86272,-189
1384,-5379,-95197
1385,31432,-87813
1386,20357,91072
1387,31405,-43881
1388,-65311,98142
1389,26850,5494
1390,99674,-93495
1391,86694,71692
1392,-60939,86720
1393,-16800,69743
1394,-23636,32161
1395,49057,22044
1396,-56119,-74551
1397,-21781,-55561
1398,-74496,30100
1399,68835,-77926
1400,-92631,-45989
1401,-80456,8627
1402,19861,-80224
1403,-15254,243
1404,18628,-78217
1405,-14585,-82637
1406,10395,-35494
1407,12800,-18742
1408,-5374,-4724
1409,-94165,69221
1410,-30049,-42592
1411,93675,36354
1412,9616,-87834
1413,23823,-75987
1414,-94732,-23276
1415,-46460,-58710
1416,46457,69864
1417,-30455,-46881
1418,36418,68044
1419,78938,-30604
1420,40963,30996
1421,-56381,47256
1422,97994,-53481
1423,-41448,12616
1424,-2270,-57965
1425,-1130,-9302
1426,-16740,31252
1427,64501,-40624
1428,-80722,29205
1429,13595,-83442
1430,-54812,-27799
1431,57462,97169
1432,-19153,38118
1433,53937,-34182
1434,70405,92392
1435,-92264,-33776
1436,52153,43584
1437,42995,-86365
1438,1707,-83270
1439,-29371,-22204
1440,44550,-77445
1441,37073,70460
1442,12982,13500
1443,58757,-78954
1444,-29751,41680
1445,-41188,70263
1446,99844,39107
1447,-14031,74386
1448,-37001,7960
1449,30216,-52893
1450,55019,79301
1451,86692,-98526
1452,69066,-3086
1453,96483,67201
1454,99627,-50621
1455,-66767,-83671
1456,-64859,-36231
1457,-5830,73505
1458,-17241,-44594
1459,88316,-53819
1460,-64177,66473
1461,9180,82248
1462,25342,76262
1463,96961,69750
1464,71481,8698
1465,-97237,-29118
1466,-16392,90897
1467,50565,99419
1468,-43579,62315
1469,-57585,-44686
1470,14342,-42606
1471,-45462,98250
1472,37660,-71022
1473,31568,19446
1474,52175,-90440
1475,-34526,80558
1476,-59328,-8825
1477,-69535,-50256
1478,-9400,-42577
1479,11347,42634
1480,24639,16284
1481,-76547,-83195
1482,-92567,86605
1483,87199,27826
1484,-67808,8414
1485,80309,75466
1486,-59965,34762
1487,66742,-87830
1488,-11550,63059
1489,68614,22297
1490,-52891,40337
1491,-30091,-86342
1492,52561,-59295
1493,-7615,-76114
1494,40786,26696
1495,95747,-95958
1496,27111,-68293
1497,38336,-74676
1498,-31607,-14487
1499,90179,-59839
